PROCESO;CÓDIGO;TITULO DOCUMENTO;TIPO;VERSIÓN;ESTADO;FECHA DE APROBACION;ÁREAS;MOTIVO DEL CAMBIO;TIEMPO DE RETENCIÓN;RESPONSABLE DE RETENCIÓN;LUGAR DE ALMACENAMIENTO FÍSICO;LUGAR DE ALMACENAMIENTO MAGNÉTICO;CONSERVACIÓN;DISPOSICIÓN FINAL;COPIAS CONTROLADAS; FECHA DE VIGENCIA;DIAS;SEÑAL ALERTA;OBSOLETO;ANULADO;EN ACTUALIZACIÓN
ABASTECIMIENTO;ABS-F031;PEDIDO DIARIO SALA VIP DIAMANTE DOMESTICA - AVIANCA;F;3;OBSOLETO;2016-08-08;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2884; ;x;;
ABASTECIMIENTO;ABS-F032;PEDIDO DIARIO SALA VIP GOLD DOMESTICA-AVIANCA ;F;3;OBSOLETO;2016-08-09;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2883; ;x;;
ABASTECIMIENTO;ABS-F033;PEDIDO DIARIO SALA VIP GOLD INTERNACIONAL - AVIANCA;F;3;OBSOLETO;2016-08-10;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2882; ;x;;
ABASTECIMIENTO;ABS-F034;PEDIDO DIARIO SALA VIP DIAMANTE INTERNACIONAL- AVIANCA;F;3;OBSOLETO;2016-08-11;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2881; ;x;;
ABASTECIMIENTO;ABS-F035;PEDIDO SALA VIP DIAMANTE EDR NACIONAL – AVIANCA AV577EGNAL - AVIANCA S.A. - SALA VIP - EDR DIAMANTE NACIONAL;F;1;OBSOLETO;2016-08-12;ABASTECIMIENTOS;;;;;;;;1;2024-08-12;2880; ;x;;
ABASTECIMIENTO;ABS-F036;PEDIDO DIARIO SALA VIP EDR NACIONAL – AVIANCA AV577EGNAL - AVIANCA S.A. - SALA VIP - EDR GOLD NACIONAL;F;1;OBSOLETO;2016-08-13;ABASTECIMIENTOS;;;;;;;;1;2024-08-12;2879; ;x;;
ABASTECIMIENTO;ABS-F037;FORMATO DE ENTREGA PEDIDO  (LUNES Y JUEVES) SALA VIP DIAMANTE TPA -  AVIANCA AVDT13P - AVIANCA S.A. - SALA VIP - DIAMANTE TPA ;F;1;OBSOLETO;2016-08-14;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2878; ;x;;
ABASTECIMIENTO;ABS-F038;PEDIDO SALA VIP GOLD TPA – AVIANCA AVG13P - AVIANCA S.A. - SALA VIP - TPA GOLD;F;1;OBSOLETO;2016-08-15;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2877; ;x;;
ABASTECIMIENTO;ABS-F039;FORMATO ENTREGA PEDIDO SALA VIP DIAMANTE EDR INTER - AVIANCA AVDE17P - AVIANCA S.A. - SALA VIP - EDR DIAMANTE;F;1;OBSOLETO;2016-08-16;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2876; ;x;;
ABASTECIMIENTO;ABS-F040;FORMATO ENTREGA PEDIDO SALA VIP GOLD EDR INTER - AVIANCA AVGE17P  - AVIANCA S.A. - SALA VIP - GOLD EDR INTER;F;1;OBSOLETO;2016-08-17;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2875; ;x;;
ABASTECIMIENTO;ABS-F041;FORMATO ENTREGA PEDIDO SALA VIP EDR GOLD NACIONAL –AVIANCA AV577EGNAL - AVIANCA S.A. - SALA VIP - EDR GOLD NACIONAL;F;1;OBSOLETO;2016-08-18;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2874; ;x;;
ABASTECIMIENTO;ABS-F042;FORMATO ENTREGA PEDIDO SALA VIP EDR DIAMANTE NACIONAL -  AVIANCA AV577EGNAL - AVIANCA S.A. - SALA VIP - EDR DIAMANTE NACIONAL;F;1;OBSOLETO;2016-08-19;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2873; ;x;;
ABASTECIMIENTO;ABS-F043;CONTROL ENTREGAS INSUMOS  AMEX -   ABASTECIMIENTO A LOGISTICA;F;2;OBSOLETO;2016-08-20;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2872; ;x;;
ABASTECIMIENTO;ABS-F044;RELACIÓN FALTANTES DIARIOS DE MATERIA PRIMA, PEDIDOS PRODUCCIÓN Y M&P;F;1;OBSOLETO;2016-08-21;ABASTECIMIENTOS;;;;;;;;1;2024-08-12;2871; ;x;;
ABASTECIMIENTO;ABS-F045;PEDIDO LICORES, BEBIDAS E INSUMOS SEMANAL AMERICAN EXPRESS;F;2;OBSOLETO;2016-08-22;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2870; ;x;;
ABASTECIMIENTO;ABS-F046;FORMATO ENTREGA PEDIDO LICORES, BEBIDAS E INSUMOS SEMANAL AMERICAN EXPRESS;F;2;OBSOLETO;2016-08-23;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2869; ;x;;
ABASTECIMIENTO;ABS-F047;FORMATO DE INVENTARIO, SOLICITUD y SALIDA DE MATERIALES NACIONALES E INTERNACIONALES;F;2;DESACTUALIZADO;2016-08-24;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2868;alerta;;;
ABASTECIMIENTO;ABS-F048;FORMATO INFORMES DIAN AEROLINEAS GG;F;1;DESACTUALIZADO;2016-08-25;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2867;alerta;;;
ABASTECIMIENTO;ABS-F049;FORMATO UNICO DE DEVOLUCIONES AVIANCA;F;1;OBSOLETO;2016-08-26;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2866; ;x;;
ABASTECIMIENTO;ABS-F050;FORMATO ACTA BAJA MATERIAL AEROLINEAS;F;1;DESACTUALIZADO;2016-08-27;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2865;alerta;;;
ABASTECIMIENTO;ABS-F051;FORMATO DIRECTORIO BODEGAS - CUARTOS ABASTECIMIENTOS;F;2;DESACTUALIZADO;2016-08-28;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2864;alerta;;;
ABASTECIMIENTO;ABS-F052;PRODUCTOS PROXIMOS A VENCER;F;1;DESACTUALIZADO;2016-08-29;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2863;alerta;;;
ABASTECIMIENTO;ABS-I001;RECOLECCIÓN DE HIELO DE LAS MÁQUINAS EN BOLSA;I;3;OBSOLETO;2016-08-30;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2862; ;x;;
ABASTECIMIENTO;ABS-I002;RECOLECCIÓN DE HIELO DE LAS MÁQUINAS A GRANEL;I;3;OBSOLETO;2016-08-31;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2862; ;x;;
ABASTECIMIENTO;ABS-I004;RECIBO PROVEEDORES – FRUVER;I;1;ANULADO;2016-09-01;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2861;alerta;;X;
ABASTECIMIENTO;ABS-I005;ORGANIZACIÓN Y ALMACENAMIENTO DE FRUVER;I;2;DESACTUALIZADO;2016-09-02;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2860;alerta;;;
ABASTECIMIENTO;ABS-I006;RECIBO PROVEEDORES – CARNICOS, LACTEOS Y CONGELADOS;I;1;DESACTUALIZADO;2016-09-03;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2859;alerta;;;
ABASTECIMIENTO;ABS-I007;ORGANIZACIÓN Y ALMACENAMIENTO DE PRODUCTOS REFIGERADOS Y CONGELADOS;I;2;DESACTUALIZADO;2016-09-04;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2858;alerta;;;
ABASTECIMIENTO;ABS-I008;RECIBO PROVEEDORES – VIVERES, BEBIDAS Y DESECHABLES;I;1;DESACTUALIZADO;2016-09-05;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2857;alerta;;;
ABASTECIMIENTO;ABS-I009;"ALMACENAMIENTO DE BEBIDAS, VÍVERES Y DESECHABLES
";I;2;DESACTUALIZADO;2016-09-06;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2856;alerta;;;
ABASTECIMIENTO;ABS-I010;MARCACION DE PRODUCTOS DESDE EL RECIBO, HASTA EL  ALMACENAMIENTO;I;2;DESACTUALIZADO;2016-09-07;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2855;alerta;;;
ABASTECIMIENTO;ABS-I011;ALMACENAMIENTO EQUIPO DE AVIANCA;I;3;DESACTUALIZADO;2016-09-08;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2854;alerta;;;
ABASTECIMIENTO;ABS-I017;USO DE ETIQUETAS SISTEMA FIFO-DESPACHAR PRIMERO;I;4;DESACTUALIZADO;2016-09-09;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2853;alerta;;;
ABASTECIMIENTO;ABS-I018;RECIBO DE FRUTAS Y VERDURAS;I;1;DESACTUALIZADO;2016-09-10;ABASTECIMIENTOS;;;;;;;;1;2024-08-12;2852;alerta;;;
ABASTECIMIENTO;ABS-I019;RECIBO DE PRODUCTOS NO REFRIGERADOS;I;1;DESACTUALIZADO;2016-09-11;ABASTECIMIENTOS;;;;;;;;1;2024-08-12;2851;alerta;;;
ABASTECIMIENTO;ABS-I020;RECIBO DE PRODUCTOS REFRIGERADOS Y CONGELADOS;I;1;DESACTUALIZADO;2016-09-12;ABASTECIMIENTOS;;;;;;;;1;2024-08-12;2850;alerta;;;
ABASTECIMIENTO;ABS-I021;ALTURA MAXIMA PARA EL CARGUE Y DESCARGUE DE VEHICULOS ASIGNADOS A ABASTECIMIENTOS;I;3;DESACTUALIZADO;2016-09-13;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2849;alerta;;;
ABASTECIMIENTO;ABS-I022;RECIBO Y ENVÍO DE DH AEROLÍNEAS;I;1;DESACTUALIZADO;2016-09-14;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2848;alerta;;;
ABASTECIMIENTO;ABS-I023;REALIZAR ENTRADAS Y SALIDAS EN EL SISTEMA SACS;I;1;DESACTUALIZADO;2016-09-15;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2847;alerta;;;
ABASTECIMIENTO;ABS-I024;MANEJO DEL ELEVADOR ELECTRICO CROWN;I;1;DESACTUALIZADO;2016-09-16;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2846;alerta;;;
ABASTECIMIENTO;ABS-I025;MONTAJE DE MATERIAL DE WAREHOUSE EN TROLLEYS;I;1;DESACTUALIZADO;2016-09-17;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2845;alerta;;;
ABASTECIMIENTO;ABS-I026;APERTURA DE FRUTAS EN RECIBO;I;1;DESACTUALIZADO;2016-09-18;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2844;alerta;;;
ABASTECIMIENTO;ABS-I027;MANEJO DE ELEVADOR ELÉCTRICO CROWN;I;1;DESACTUALIZADO;2016-09-19;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2843;alerta;;;
ABASTECIMIENTO;ABS-I028;ETIQUETADO DE PRODUCTOS EN WAREHOUSE;I;1;DESACTUALIZADO;2016-09-20;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2842;alerta;;;
ABASTECIMIENTO;ABS-L001;MAPA GENERAL BODEGAS - IN BOND;L;11;DESACTUALIZADO;2016-09-21;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2841;alerta;;;
ABASTECIMIENTO;ABS-L002;MAPA BODEGA 14 LATAM DOMÉSTICO;L;8;DESACTUALIZADO;2016-09-22;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2840;alerta;;;
ABASTECIMIENTO;ABS-L003;MAPA BODEGA 8. IN BOND DE AVIANCA;L;7;DESACTUALIZADO;2016-09-23;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2839;alerta;;;
ABASTECIMIENTO;ABS-L004;MAPA BODEGA 6. IN BOND DE IBERIA;L;5;DESACTUALIZADO;2016-09-24;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2838;alerta;;;
ABASTECIMIENTO;ABS-L005;MAPA BODEGA 2.  AEROLINEAS ARGENTINAS;L;7;DESACTUALIZADO;2016-09-25;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2837;alerta;;;
ABASTECIMIENTO;ABS-L006;MAPA BODEGA 1. IN BOND AEROMEXICO;L;5;DESACTUALIZADO;2016-09-26;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2836;alerta;;;
ABASTECIMIENTO;ABS-L007;MAPA BODEGA 13. VIVERES Y DESECHABLES;L;9;DESACTUALIZADO;2016-09-27;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2835;alerta;;;
ABASTECIMIENTO;ABS-L008;MAPA BODEGA 12. VIVERES Y DESECHABLES;L;8;DESACTUALIZADO;2016-09-28;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2834;alerta;;;
ABASTECIMIENTO;ABS-L009;MAPA CUARTO FRIO DE CONGELADOS COD. CC2;L;7;DESACTUALIZADO;2016-09-29;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2833;alerta;;;
ABASTECIMIENTO;ABS-L010;MAPA CUARTO FRIO DE LACTEOS Y EMBUTIDOS COD - CR 3;L;7;DESACTUALIZADO;2016-09-30;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2832;alerta;;;
ABASTECIMIENTO;ABS-L011;MAPA CUARTO FRIO DE FRUVER NO HIGIENIZADO COD-CR4;L;3;OBSOLETO;2016-10-01;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2831; ;x;;
ABASTECIMIENTO;ABS-L012;MAPA RECIBO ALMACÉN Y PLATAFORMA DE DESCARGUE;L;9;DESACTUALIZADO;2016-10-02;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2830;alerta;;;
ABASTECIMIENTO;ABS-L015;MAPA CUARTO FRIO DE CARNICOS COD- CR6;L;5;DESACTUALIZADO;2016-10-03;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2829;alerta;;;
ABASTECIMIENTO;ABS-L018;LAYOUT BODEGA DE PRODUCTOS NO HALAL;L;7;DESACTUALIZADO;2016-10-04;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2828;alerta;;;
ABASTECIMIENTO;ABS-L019;MAPA GENERAL BODEGAS NACIONALES;L;4;DESACTUALIZADO;2016-10-05;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2827;alerta;;;
ABASTECIMIENTO;ABS-L020;MAPA DE OFICINAS ABASTECIMIENTOS ;L;1;OBSOLETO;2016-10-06;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2826; ;x;;
ABASTECIMIENTO;ABS-L021;MAPA DE FRUVER HIGIENIZADO;L;1;OBSOLETO;2016-10-07;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2825; ;x;;
ABASTECIMIENTO;ABS-L022;MAPA DE CUARTO DE RECIBO;L;3;DESACTUALIZADO;2016-10-08;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2824;alerta;;;
ABASTECIMIENTO;ABS-L023;MAPA BODEGA 3. IN BOND DE LAN CHILE-LA;L;4;DESACTUALIZADO;2016-10-09;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2823;alerta;;;
ABASTECIMIENTO;ABS-L024;MAPA BODEGA 718 - 719 IN BOND LAN COLOMBIA 4C;L;3;DESACTUALIZADO;2016-10-10;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2822;alerta;;;
ABASTECIMIENTO;ABS-L025;MAPA BODEGA 15. DE AVIANCA NACIONAL;L;4;DESACTUALIZADO;2016-10-11;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2821;alerta;;;
ABASTECIMIENTO;ABS-L026;MAPA BODEGA 16. IN BOND TURKISH;L;5;DESACTUALIZADO;2016-10-12;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2820;alerta;;;
ABASTECIMIENTO;ABS-L027;MAPA BODEGA 17. IN BOND DE TAM;L;3;DESACTUALIZADO;2016-10-13;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2819;alerta;;;
ABASTECIMIENTO;ABS-L028;MAPA BODEGA 11. IN BOND TACA INTERNACIONAL AIRLINES;L;3;OBSOLETO;2016-10-14;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2818; ;x;;
ABASTECIMIENTO;ABS-L029;MAPA BOGEGA 10, IN BOND AV PERÚ;L;2;OBSOLETO;2016-10-15;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2817; ;x;;
ABASTECIMIENTO;ABS-L030;MAPA BODEGA 9. LAN DOMÉSTICO;L;4;DESACTUALIZADO;2016-10-16;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2816;alerta;;;
ABASTECIMIENTO;ABS-L031;MAPA BODEGA 5. IN BOND LAN PERÚ ;L;1;OBSOLETO;2016-10-17;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2815; ;x;;
ABASTECIMIENTO;ABS-L032;BODEGA DE PRODUCTOS QUÍMICOS DE ASEO;L;3;DESACTUALIZADO;2016-10-18;ABASTECIMIENTOS;;;;;;;;3;2024-08-12;2814;alerta;;;
ABASTECIMIENTO;ABS-L033;MAPA BODEGA 7. AIR EUROPA UX;L;2;DESACTUALIZADO;2016-10-19;ABASTECIMIENTOS;;;;;;;;4;2024-08-12;2813;alerta;;;
ABASTECIMIENTO;ABS-L034;MAPA BODEGA EXTERNA GATE GOURMET;L;2;OBSOLETO;2016-10-20;ABASTECIMIENTOS - BODEGA EXTERNA;;;;;;;;"1
";2024-08-12;2812; ;x;;
ABASTECIMIENTO;ABS-L035;MAPA BODEGA 20, DE AVIANCA ECUADOR;L;1;OBSOLETO;2016-10-21;ABASTECIMIENTOS;;;;;;;;1;2024-08-12;2811; ;x;;
ABASTECIMIENTO;ABS-L036;MAPA BODEGA 20, DE VERSILIA;L;1;DESACTUALIZADO;2016-10-22;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2810;alerta;;;
ABASTECIMIENTO;ABS-MCV-001;ALMACEN GG;MCV;2;DESACTUALIZADO;2016-10-23;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2809;alerta;;;
ABASTECIMIENTO;ABS-MCV-002;ALMACEN AEROLINEAS;MCV;2;DESACTUALIZADO;2016-10-24;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2808;alerta;;;
ABASTECIMIENTO;ABS-P005;SOLICITUD Y RECIBO DE ALIMENTOS Y BEBIDAS AL PROVEEDOR DE AVIANCA;P;5;DESACTUALIZADO;2016-10-25;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2807;alerta;;;
ABASTECIMIENTO;ABS-P006;RECIBO DE MATERIA PRIMA Y ELEMENTOS POR ABASTECIMIENTO;P;3;DESACTUALIZADO;2016-10-26;ABASTECIMIENTOS;;;;;;;;1;2024-08-12;2806;alerta;;;
ABASTECIMIENTO;ABS-P008;RECIBO Y ALMACENAMIENTO DE MERCANCIA AVIANCA;P;3;DESACTUALIZADO;2016-10-27;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2805;alerta;;;
ABASTECIMIENTO;ABS-P009;ENTREGA DE PRODUCTOS EXCLUSIVOS ;P;2;DESACTUALIZADO;2016-10-28;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2804;alerta;;;
ABASTECIMIENTO;ABS-P010;ALISTAMIENTO Y ENTREGA DE PRODUCTOS NECESARIOS PARA LA OPERACIÓN A LAS DIFERENTES ÁREAS;P;5;DESACTUALIZADO;2016-10-29;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2803;alerta;;;
ABASTECIMIENTO;ABS-P011;FALTANTES, ADICIONALES Y CANCELACIONES;P;2;DESACTUALIZADO;2016-10-30;ABASTECIMIENTOS;;;;;;;;1;2024-08-12;2802;alerta;;;
ABASTECIMIENTO;ABS-P013;RECIBO Y ALMACENAMIENTO DE MERCANCÍA DE IBERIA ;P;1;OBSOLETO;2016-10-31;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2802; ;x;;
ABASTECIMIENTO;ABS-P014;RECIBO Y ALMACENAMIENTO DE MERCANCÍA DE AEROLÍNEAS ARGENTINAS;P;1;OBSOLETO;2016-11-01;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2801; ;x;;
ABASTECIMIENTO;ABS-P015;SOLICITUD DE MERCANCIA AL AREA DE ABASTECIMIENTO ;P;3;DESACTUALIZADO;2016-11-02;ABASTECIMIENTOS;;;;;;;;1;2024-08-12;2800;alerta;;;
ABASTECIMIENTO;ABS-P018;CONTROL Y MANEJO DE BIENES DE MOVIMIENTO LENTO E INVENTARIO MUERTO;P;1;DESACTUALIZADO;2016-11-03;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2799;alerta;;;
ABASTECIMIENTO;ABS-P019;CONTROL Y MANEJO MATERIAS PRIMAS FUERA DE CICLO O PROXIMAS A EXPIRAR;P;1;DESACTUALIZADO;2016-11-04;ABASTECIMIENTOS;;;;;;;;2;2024-08-12;2798;alerta;;;
ABASTECIMIENTO;ABS-P020;RECIBO Y ALMACENAMIENTO DE MERCANCIA DE AEROLINEAS DIFERENTES A AVIANCA;P;1;DESACTUALIZADO;2016-11-05;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2797;alerta;;;
ABASTECIMIENTO;ABS-P021;RECIBO Y ALMACENAMIENTO DE MERCANCÍA MARITIMA DE LAN;P;1;DESACTUALIZADO;2016-11-06;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2796;alerta;;;
ABASTECIMIENTO;ABS-P022;REALIZACION INVENTARIO PERIODICO CLIENTES;P;1;DESACTUALIZADO;2016-11-07;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2795;alerta;;;
ABASTECIMIENTO;ABS-P023;PEDIDO SEMANAL DE MATERIAL OPERACIÓN NACIONAL E INTERNACIONAL PROVEEDOR DE AVIANCA;P;1;DESACTUALIZADO;2016-11-08;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2794;alerta;;;
ABASTECIMIENTO;ABS-P024;REALIZACION DE INFORMES BIMENSUALES DIAN MATERIAL OPERACION INTERNACIONAL AEROLINEAS CLIENTE;P;1;DESACTUALIZADO;2016-11-09;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2793;alerta;;;
ABASTECIMIENTO;ABS-P025;REALIZACION PERIODICA DE BAJAS;P;1;DESACTUALIZADO;2016-11-10;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2792;alerta;;;
ABASTECIMIENTO;ABS-P026;ACTUALIZACION DIRECTORIOS CUARTOS FRIOS Y BODEGAS DE GG Y CLIENTES;P;1;DESACTUALIZADO;2016-11-11;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2791;alerta;;;
ABASTECIMIENTO;ABS-P027;PROTOCOLO DE BIOSEGURIDAD PARA EL MANEJO DE MERCANCIAS DE AEROLÍNEAS;P;1;DESACTUALIZADO;2016-11-12;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2790;alerta;;;
ABASTECIMIENTO;ABS-P028;REABASTECIMIENTO SUPERMARKET MATERIALES BODEGAS CLIENTES;P;1;DESACTUALIZADO;2016-11-13;ABASTECIMIENTOS;;;;;;;;;2024-08-12;2789;alerta;;;
ARMADO DE CUBIERTOS Y CRISTALES;ADC-F001;CONTROL ENTREGA DE EQUIPO POR PARTE DEL ÁREA DE CUBERTERÍA;F;2;OBSOLETO;2016-11-14;CUBERTERIA;;;;;;;;2;2024-08-12;2788; ;x;;
ARMADO DE CUBIERTOS Y CRISTALES;ADC-F002;ENTREGA DE CRISTALERIA AL ÁREA DE LOGÍSTICA;F;1;OBSOLETO;2016-11-15;CUBERTERIA;;;;;;;;2;2024-08-12;2787; ;x;;
ARMADO DE CUBIERTOS Y CRISTALES;ADC-F003;CONTROL ENTREGA DE EQUIPO DE CUBERTERIA A MAKE & PACK;F;1;OBSOLETO;2016-11-16;CUBERTERIA;;;;;;;;2;2024-08-12;2786; ;x;;
ARMADO DE CUBIERTOS Y CRISTALES;ADC-F004;SOLICITUDES DE CUBERTERIA AL ÁREA DE LAVADO;F;4;OBSOLETO;2016-11-17;CUBERTERIA;;;;;;;;2;2024-08-12;2785; ;x;;
ARMADO DE CUBIERTOS Y CRISTALES;ADC-F005;CONTROL DE ENTREGA DE EQUIPO DE MANTELERIA LAN A BARES Y LICORES;F;1;OBSOLETO;2016-11-18;CUBERTERIA;;;;;;;;2;2024-08-12;2784; ;x;;
ARMADO DE CUBIERTOS Y CRISTALES;ADC-F006;ENTREGA DE CRISTAL Y TROLLEYS AL ÁREA DE LOGÍSTICA TURKISH ;F;1;OBSOLETO;2016-11-19;CUBERTERIA;;;;;;;;2;2024-08-12;2783; ;x;;
ARMADO DE CUBIERTOS Y CRISTALES;ADC-F007;CONTROL ENTREGA DE EQUIPO DE CUBERTERIA A MAKE & PACK TURKISH;F;1;OBSOLETO;2016-11-20;CUBERTERIA;;;;;;;;2;2024-08-12;2782; ;x;;
ARMADO DE CUBIERTOS Y CRISTALES;ADC-I001;HIGIENIZACION Y ARMADO DE CRISTALERÍA;I;4;DESACTUALIZADO;2016-11-21;CUBERTERIA;;;;;;;;1;2024-08-12;2781;alerta;;;
ARMADO DE CUBIERTOS Y CRISTALES;ADC-I002;HIGIENIZACION Y ARMADO DE SET DE CUBIERTOS;I;4;DESACTUALIZADO;2016-11-22;CUBERTERIA;;;;;;;;2;2024-08-12;2780;alerta;;;
ARMADO DE CUBIERTOS Y CRISTALES;ADC-L001;MAPA DE CUBERTERÍA Y CRISTALERÍA;L;11;DESACTUALIZADO;2016-11-23;CUBERTERIA;;;;;;;;2;2024-08-12;2779;alerta;;;
ARMADO DE CUBIERTOS Y CRISTALES;ADC-L002;LAYOUT ESTACIÓN DE HIGIENIZACIÓN Y MONTAJE DE EQUIPO DE IBERIA Y AEROMEXICO;L;3;OBSOLETO;2016-11-24;CUBERTERIA;;;;;;;;2;2024-08-12;2778; ;x;;
ARMADO DE CUBIERTOS Y CRISTALES;ADC-L003;LAYOUT ESTACIÓN DE HIGIENIZACIÓN Y MONTAJE DE EQUIPO DE LAN;L;3;OBSOLETO;2016-11-25;CUBERTERIA;;;;;;;;2;2024-08-12;2777; ;x;;
ARMADO DE CUBIERTOS Y CRISTALES;ADC-L004;LAYOUT ESTACION MONTAJE DE GAVETAS CON CRISTALERIA Y CUBERTERIA PARA AVIANCA, TACA Y AEROLINEAS ARGENTINAS;L;3;OBSOLETO;2016-11-26;CUBERTERIA;;;;;;;;2;2024-08-12;2776; ;x;;
ABORDAMIENTO / DESABORDAMIENTO Y ENTREGAS;ADE-F004;RIPLA REGISTRO DE INCIDENTES EN PLATAFORMA;F;6;OBSOLETO;2016-11-27;SERVICE DELIVERY;;;;;;;;1;2024-08-12;2775; ;x;;
ABORDAMIENTO / DESABORDAMIENTO Y ENTREGAS;ADE-F005;ORDEN DE TRABAJO DESABORDAJES VUELOS INTERNACIONALES;F;5;DESACTUALIZADO;2016-11-28;SERVICE DELIVERY;;;;;;;;1;2024-08-12;2774;alerta;;;
ABORDAMIENTO / DESABORDAMIENTO Y ENTREGAS;ADE-F006;ENTREGA DE LISTADO ABORDAJES 4 TRAYECTOS;F;5;OBSOLETO;2016-11-29;SERVICE DELIVERY;;;;;;;;;2024-08-12;2773; ;x;;
ADE - ABORDAMIENTO / DESABORDAMIENTO Y ENTREGAS;ADE-F009;RELACIÓN DE ENTREGA DE COBIJAS ALMOHADAS;F;3;DESACTUALIZADO;2016-11-30;SERVICE DELIVERY;;;;;;;;;2024-08-12;2772;alerta;;;
ADE - ABORDAMIENTO / DESABORDAMIENTO Y ENTREGAS;ADE-F010;CONTROL DESABORDAJE DE EQUIPO POR VUELO;F;2;OBSOLETO;2016-12-01;SERVICE DELIVERY;;;;;;;;1;2024-08-12;2771; ;x;;
